document_id,doc_title,date
45,1005817-2009-05-08.txt,2010Q3
46,1013272-2009-05-11.txt,2010Q3
47,1002910-2009-05-08.txt,2010Q3
48,1000209-2009-05-08.txt,2010Q3
49,1000228-2009-05-04.txt,2010Q3
50,1013857-2009-05-05.txt,2010Q3
51,1014739-2009-05-05.txt,2010Q3
52,100716-2009-05-15.txt,2010Q3
53,1004702-2009-05-11.txt,2010Q3
54,10048-2009-02-13.txt,2010Q3
55,1007273-2009-05-07.txt,2010Q3
56,1005276-2009-05-15.txt,2010Q3
57,1013238-2009-05-12.txt,2010Q3
58,1006655-2009-02-17.txt,2010Q3
59,1016169-2009-05-13.txt,2010Q3
60,1006045-2009-05-15.txt,2010Q3
61,1000694-2009-05-11.txt,2010Q3
62,1001039-2009-05-05.txt,2010Q3
63,1001614-2009-05-11.txt,2010Q3
64,1005229-2009-02-05.txt,2010Q3
65,1013706-2009-05-20.txt,2010Q3
66,1001250-2009-02-05.txt,2010Q3
67,1002638-2009-02-04.txt,2010Q3
68,1011509-2009-05-11.txt,2010Q3
69,1008848-2009-05-11.txt,2010Q3
70,1016504-2009-02-20.txt,2010Q3
71,1011570-2009-05-11.txt,2010Q3
72,1006269-2009-05-11.txt,2010Q3
73,101594-2009-05-08.txt,2010Q3
74,1005101-2009-02-17.txt,2010Q3
75,1004036-2009-05-14.txt,2010Q3
76,101295-2009-05-14.txt,2010Q3
77,1018399-2009-05-11.txt,2010Q3
78,1008579-2009-05-14.txt,2010Q3
79,1015739-2009-05-06.txt,2010Q3
80,1003815-2009-05-15.txt,2010Q3
81,1017968-2009-05-08.txt,2010Q3
82,101382-2009-05-05.txt,2010Q3
83,1017673-2009-05-08.txt,2010Q3
84,1013488-2009-05-04.txt,2010Q3
85,100790-2009-05-04.txt,2010Q3
86,100726-2009-02-06.txt,2010Q3
87,1005284-2009-05-07.txt,2010Q3
88,100826-2009-05-08.txt,2010Q3
89,100548-2009-02-09.txt,2010Q3
90,1003078-2009-04-03.txt,2010Q3
91,100493-2009-02-02.txt,2010Q3
92,100885-2009-04-24.txt,2010Q3
93,1015328-2009-05-11.txt,2010Q3
94,1001902-2009-05-01.txt,2010Q3
95,1005757-2009-05-08.txt,2010Q3
96,1005286-2009-04-08.txt,2010Q3
97,1016281-2009-05-08.txt,2010Q3
98,1010086-2009-05-11.txt,2010Q3
99,101538-2009-05-15.txt,2010Q3
100,1006830-2009-02-17.txt,2010Q3
101,1013606-2009-05-08.txt,2010Q3
102,1012019-2009-05-11.txt,2010Q3
103,1000683-2009-05-14.txt,2010Q3
104,1006281-2009-05-11.txt,2010Q3
105,1002135-2009-02-09.txt,2010Q3
106,1005210-2009-05-07.txt,2010Q3
107,1008654-2009-05-06.txt,2010Q3
108,1009829-2009-05-11.txt,2010Q3
109,1003078-2009-01-08.txt,2010Q3
110,100378-2009-05-06.txt,2010Q3
111,1013237-2009-04-09.txt,2010Q3
112,1000045-2009-02-09.txt,2010Q3
113,100726-2009-05-08.txt,2010Q3
114,1012620-2009-05-07.txt,2010Q3
115,1010470-2009-02-09.txt,2010Q3
116,100122-2009-05-06.txt,2010Q3
117,1000298-2009-05-11.txt,2010Q3
118,D_Trump2018_8_18_19_39,2010Q3
119,D_Trump2018_8_18_13_39,2010Q3
1,1005210-2009-02-05.txt,2011Q1
2,100625-2009-05-13.txt,2011Q1
3,1006830-2009-05-15.txt,2011Q1
4,100548-2009-05-08.txt,2011Q1
5,1017303-2009-05-11.txt,2011Q1
6,1000229-2009-04-24.txt,2011Q1
7,1000623-2009-05-06.txt,2011Q1
8,1013237-2009-01-09.txt,2011Q1
9,101778-2009-05-08.txt,2011Q1
10,1009672-2009-05-06.txt,2011Q1
11,1000697-2009-05-08.txt,2011Q1
12,100493-2009-05-04.txt,2011Q1
13,1003410-2009-05-14.txt,2011Q1
14,1007587-2009-05-06.txt,2011Q1
15,1016178-2009-02-17.txt,2011Q1
16,1012100-2009-05-08.txt,2011Q1
17,100378-2009-02-04.txt,2011Q1
18,1005409-2009-05-11.txt,2011Q1
19,1010470-2009-05-08.txt,2011Q1
20,1005286-2009-01-08.txt,2011Q1
21,1013871-2009-04-30.txt,2011Q1
22,1014473-2009-05-08.txt,2011Q1
23,1013462-2009-05-08.txt,2011Q1
24,1016125-2009-05-11.txt,2011Q1
25,1000232-2009-05-15.txt,2011Q1
26,1002517-2009-02-09.txt,2011Q1
27,101829-2009-04-24.txt,2011Q1
28,1001082-2009-05-11.txt,2011Q1
29,1011060-2009-02-17.txt,2011Q1
30,1017655-2009-05-08.txt,2011Q1
31,1001250-2009-05-05.txt,2011Q1
32,1007019-2009-03-12.txt,2011Q1
33,1016504-2009-05-20.txt,2011Q1
34,1010612-2009-05-06.txt,2011Q1
35,10048-2009-05-14.txt,2011Q1
36,1002517-2009-05-11.txt,2011Q1
37,1005276-2009-02-13.txt,2011Q1
38,1001838-2009-05-11.txt,2011Q1
39,1000230-2009-03-16.txt,2011Q1
40,1012771-2009-05-11.txt,2011Q1
41,1001171-2009-05-14.txt,2011Q1
42,1002638-2009-05-07.txt,2011Q1
43,1001039-2009-02-03.txt,2011Q1
44,1005101-2009-05-15.txt,2011Q1
45,1005817-2009-05-08.txt,2011Q1
46,1013272-2009-05-11.txt,2011Q1
47,1002910-2009-05-08.txt,2011Q1
48,1000209-2009-05-08.txt,2011Q1
49,1000228-2009-05-04.txt,2011Q1
50,1013857-2009-05-05.txt,2011Q1
51,1014739-2009-05-05.txt,2011Q1
52,100716-2009-05-15.txt,2011Q1
53,1004702-2009-05-11.txt,2011Q1
54,10048-2009-02-13.txt,2011Q1
55,1007273-2009-05-07.txt,2011Q1
56,1005276-2009-05-15.txt,2011Q1
57,1013238-2009-05-12.txt,2011Q1
58,1006655-2009-02-17.txt,2011Q1
59,1016169-2009-05-13.txt,2011Q1
60,1006045-2009-05-15.txt,2011Q1
61,1000694-2009-05-11.txt,2011Q1
62,1001039-2009-05-05.txt,2011Q1
63,1001614-2009-05-11.txt,2011Q1
64,1005229-2009-02-05.txt,2011Q1
65,1013706-2009-05-20.txt,2011Q1
66,1001250-2009-02-05.txt,2011Q1
67,1002638-2009-02-04.txt,2011Q1
68,1011509-2009-05-11.txt,2011Q1
69,1008848-2009-05-11.txt,2011Q1
70,1016504-2009-02-20.txt,2011Q1
71,1011570-2009-05-11.txt,2011Q1
72,1006269-2009-05-11.txt,2011Q1
73,101594-2009-05-08.txt,2011Q1
74,1005101-2009-02-17.txt,2011Q1
75,1004036-2009-05-14.txt,2011Q1
76,101295-2009-05-14.txt,2011Q1
77,1018399-2009-05-11.txt,2011Q1
78,1008579-2009-05-14.txt,2011Q1
79,1015739-2009-05-06.txt,2011Q1
80,1003815-2009-05-15.txt,2011Q1
81,1017968-2009-05-08.txt,2011Q1
82,101382-2009-05-05.txt,2011Q1
83,1017673-2009-05-08.txt,2011Q1
84,1013488-2009-05-04.txt,2011Q1
85,100790-2009-05-04.txt,2011Q1
86,100726-2009-02-06.txt,2011Q1
87,1005284-2009-05-07.txt,2011Q1
88,100826-2009-05-08.txt,2011Q1
89,100548-2009-02-09.txt,2011Q1
90,1003078-2009-04-03.txt,2011Q1
91,100493-2009-02-02.txt,2011Q1
92,100885-2009-04-24.txt,2011Q1
93,1015328-2009-05-11.txt,2011Q1
94,1001902-2009-05-01.txt,2011Q1
95,1005757-2009-05-08.txt,2011Q1
96,1005286-2009-04-08.txt,2011Q1
97,1016281-2009-05-08.txt,2011Q1
98,1010086-2009-05-11.txt,2011Q1
99,101538-2009-05-15.txt,2011Q1
100,1006830-2009-02-17.txt,2011Q1
101,1013606-2009-05-08.txt,2011Q1
102,1012019-2009-05-11.txt,2011Q1
103,1000683-2009-05-14.txt,2011Q1
104,1006281-2009-05-11.txt,2011Q1
105,1002135-2009-02-09.txt,2011Q1
106,1005210-2009-05-07.txt,2011Q1
107,1008654-2009-05-06.txt,2011Q1
108,1009829-2009-05-11.txt,2011Q1
109,1003078-2009-01-08.txt,2011Q1
110,100378-2009-05-06.txt,2011Q1
111,1013237-2009-04-09.txt,2011Q1
112,1000045-2009-02-09.txt,2011Q1
113,100726-2009-05-08.txt,2011Q1
114,1012620-2009-05-07.txt,2011Q1
115,1010470-2009-02-09.txt,2011Q1
116,100122-2009-05-06.txt,2011Q1
117,1000298-2009-05-11.txt,2011Q1
118,D_Trump2018_8_18_19_39,2011Q1
119,D_Trump2018_8_18_13_39,2011Q1
1,1005210-2009-02-05.txt,2011Q2
2,100625-2009-05-13.txt,2011Q2
3,1006830-2009-05-15.txt,2011Q2
4,100548-2009-05-08.txt,2011Q2
5,1017303-2009-05-11.txt,2011Q2
6,1000229-2009-04-24.txt,2011Q2
7,1000623-2009-05-06.txt,2011Q2
8,1013237-2009-01-09.txt,2011Q2
9,101778-2009-05-08.txt,2011Q2
10,1009672-2009-05-06.txt,2011Q2
11,1000697-2009-05-08.txt,2011Q2
12,100493-2009-05-04.txt,2011Q2
13,1003410-2009-05-14.txt,2011Q2
14,1007587-2009-05-06.txt,2011Q2
15,1016178-2009-02-17.txt,2011Q2
16,1012100-2009-05-08.txt,2011Q2
17,100378-2009-02-04.txt,2011Q2
18,1005409-2009-05-11.txt,2011Q2
19,1010470-2009-05-08.txt,2011Q2
20,1005286-2009-01-08.txt,2011Q2
21,1013871-2009-04-30.txt,2011Q2
22,1014473-2009-05-08.txt,2011Q2
23,1013462-2009-05-08.txt,2011Q2
24,1016125-2009-05-11.txt,2011Q2
25,1000232-2009-05-15.txt,2011Q2
26,1002517-2009-02-09.txt,2011Q2
27,101829-2009-04-24.txt,2011Q2
28,1001082-2009-05-11.txt,2011Q2
29,1011060-2009-02-17.txt,2011Q2
30,1017655-2009-05-08.txt,2011Q2
31,1001250-2009-05-05.txt,2011Q2
32,1007019-2009-03-12.txt,2011Q2
33,1016504-2009-05-20.txt,2011Q2
34,1010612-2009-05-06.txt,2011Q2
35,10048-2009-05-14.txt,2011Q2
36,1002517-2009-05-11.txt,2011Q2
37,1005276-2009-02-13.txt,2011Q2
38,1001838-2009-05-11.txt,2011Q2
39,1000230-2009-03-16.txt,2011Q2
40,1012771-2009-05-11.txt,2011Q2
41,1001171-2009-05-14.txt,2011Q2
42,1002638-2009-05-07.txt,2011Q2
43,1001039-2009-02-03.txt,2011Q2
44,1005101-2009-05-15.txt,2011Q2
45,1005817-2009-05-08.txt,2011Q2
46,1013272-2009-05-11.txt,2011Q2
47,1002910-2009-05-08.txt,2011Q2
48,1000209-2009-05-08.txt,2011Q2
49,1000228-2009-05-04.txt,2011Q2
50,1013857-2009-05-05.txt,2011Q2
51,1014739-2009-05-05.txt,2011Q2
52,100716-2009-05-15.txt,2011Q2
53,1004702-2009-05-11.txt,2011Q2
54,10048-2009-02-13.txt,2011Q2
55,1007273-2009-05-07.txt,2011Q2
56,1005276-2009-05-15.txt,2011Q2
57,1013238-2009-05-12.txt,2011Q2
58,1006655-2009-02-17.txt,2011Q2
59,1016169-2009-05-13.txt,2011Q2
60,1006045-2009-05-15.txt,2011Q2
61,1000694-2009-05-11.txt,2011Q2
62,1001039-2009-05-05.txt,2011Q2
63,1001614-2009-05-11.txt,2011Q2
64,1005229-2009-02-05.txt,2011Q2
65,1013706-2009-05-20.txt,2011Q2
66,1001250-2009-02-05.txt,2011Q2
67,1002638-2009-02-04.txt,2011Q2
68,1011509-2009-05-11.txt,2011Q2
69,1008848-2009-05-11.txt,2011Q2
70,1016504-2009-02-20.txt,2011Q2
71,1011570-2009-05-11.txt,2011Q2
72,1006269-2009-05-11.txt,2011Q2
73,101594-2009-05-08.txt,2011Q2
74,1005101-2009-02-17.txt,2011Q2
75,1004036-2009-05-14.txt,2011Q2
76,101295-2009-05-14.txt,2011Q2
77,1018399-2009-05-11.txt,2011Q2
78,1008579-2009-05-14.txt,2011Q2
79,1015739-2009-05-06.txt,2011Q2
80,1003815-2009-05-15.txt,2011Q2
81,1017968-2009-05-08.txt,2011Q2
82,101382-2009-05-05.txt,2011Q2
83,1017673-2009-05-08.txt,2011Q2
84,1013488-2009-05-04.txt,2011Q2
85,100790-2009-05-04.txt,2011Q2
86,100726-2009-02-06.txt,2011Q2
87,1005284-2009-05-07.txt,2011Q2
88,100826-2009-05-08.txt,2011Q2
89,100548-2009-02-09.txt,2011Q2
90,1003078-2009-04-03.txt,2011Q2
91,100493-2009-02-02.txt,2011Q2
92,100885-2009-04-24.txt,2011Q2
93,1015328-2009-05-11.txt,2011Q2
94,1001902-2009-05-01.txt,2011Q2
95,1005757-2009-05-08.txt,2011Q2
96,1005286-2009-04-08.txt,2011Q2
97,1016281-2009-05-08.txt,2011Q2
98,1010086-2009-05-11.txt,2011Q2
99,101538-2009-05-15.txt,2011Q2
100,1006830-2009-02-17.txt,2011Q2
101,1013606-2009-05-08.txt,2011Q2
102,1012019-2009-05-11.txt,2011Q2
103,1000683-2009-05-14.txt,2011Q2
104,1006281-2009-05-11.txt,2011Q2
105,1002135-2009-02-09.txt,2011Q2
106,1005210-2009-05-07.txt,2011Q2
107,1008654-2009-05-06.txt,2011Q2
108,1009829-2009-05-11.txt,2011Q2
109,1003078-2009-01-08.txt,2011Q2
110,100378-2009-05-06.txt,2011Q2
111,1013237-2009-04-09.txt,2011Q2
112,1000045-2009-02-09.txt,2011Q2
113,100726-2009-05-08.txt,2011Q2
114,1012620-2009-05-07.txt,2011Q2
115,1010470-2009-02-09.txt,2011Q2
116,100122-2009-05-06.txt,2011Q2
117,1000298-2009-05-11.txt,2011Q2
118,D_Trump2018_8_18_19_39,2011Q2
119,D_Trump2018_8_18_13_39,2011Q2
1,1005210-2009-02-05.txt,2011Q3
2,100625-2009-05-13.txt,2011Q3
3,1006830-2009-05-15.txt,2011Q3
4,100548-2009-05-08.txt,2011Q3
5,1017303-2009-05-11.txt,2011Q3
6,1000229-2009-04-24.txt,2011Q3
7,1000623-2009-05-06.txt,2011Q3
8,1013237-2009-01-09.txt,2011Q3
9,101778-2009-05-08.txt,2011Q3
10,1009672-2009-05-06.txt,2011Q3
11,1000697-2009-05-08.txt,2011Q3
12,100493-2009-05-04.txt,2011Q3
13,1003410-2009-05-14.txt,2011Q3
14,1007587-2009-05-06.txt,2011Q3
15,1016178-2009-02-17.txt,2011Q3
16,1012100-2009-05-08.txt,2011Q3
17,100378-2009-02-04.txt,2011Q3
18,1005409-2009-05-11.txt,2011Q3
19,1010470-2009-05-08.txt,2011Q3
20,1005286-2009-01-08.txt,2011Q3
21,1013871-2009-04-30.txt,2011Q3
22,1014473-2009-05-08.txt,2011Q3
23,1013462-2009-05-08.txt,2011Q3
24,1016125-2009-05-11.txt,2011Q3
25,1000232-2009-05-15.txt,2011Q3
26,1002517-2009-02-09.txt,2011Q3
27,101829-2009-04-24.txt,2011Q3
28,1001082-2009-05-11.txt,2011Q3
29,1011060-2009-02-17.txt,2011Q3
30,1017655-2009-05-08.txt,2011Q3
31,1001250-2009-05-05.txt,2011Q3
32,1007019-2009-03-12.txt,2011Q3
33,1016504-2009-05-20.txt,2011Q3
34,1010612-2009-05-06.txt,2011Q3
35,10048-2009-05-14.txt,2011Q3
36,1002517-2009-05-11.txt,2011Q3
37,1005276-2009-02-13.txt,2011Q3
38,1001838-2009-05-11.txt,2011Q3
39,1000230-2009-03-16.txt,2011Q3
40,1012771-2009-05-11.txt,2011Q3
41,1001171-2009-05-14.txt,2011Q3
42,1002638-2009-05-07.txt,2011Q3
43,1001039-2009-02-03.txt,2011Q3
44,1005101-2009-05-15.txt,2011Q3
45,1005817-2009-05-08.txt,2011Q3
46,1013272-2009-05-11.txt,2011Q3
47,1002910-2009-05-08.txt,2011Q3
48,1000209-2009-05-08.txt,2011Q3
49,1000228-2009-05-04.txt,2011Q3
50,1013857-2009-05-05.txt,2011Q3
51,1014739-2009-05-05.txt,2011Q3
52,100716-2009-05-15.txt,2011Q3
53,1004702-2009-05-11.txt,2011Q3
54,10048-2009-02-13.txt,2011Q3
55,1007273-2009-05-07.txt,2011Q3
56,1005276-2009-05-15.txt,2011Q3
57,1013238-2009-05-12.txt,2011Q3
58,1006655-2009-02-17.txt,2011Q3
59,1016169-2009-05-13.txt,2011Q3
60,1006045-2009-05-15.txt,2011Q3
61,1000694-2009-05-11.txt,2011Q3
62,1001039-2009-05-05.txt,2011Q3
63,1001614-2009-05-11.txt,2011Q3
64,1005229-2009-02-05.txt,2011Q3
65,1013706-2009-05-20.txt,2011Q3
66,1001250-2009-02-05.txt,2011Q3
67,1002638-2009-02-04.txt,2011Q3
68,1011509-2009-05-11.txt,2011Q3
69,1008848-2009-05-11.txt,2011Q3
70,1016504-2009-02-20.txt,2011Q3
71,1011570-2009-05-11.txt,2011Q3
72,1006269-2009-05-11.txt,2011Q3
73,101594-2009-05-08.txt,2011Q3
74,1005101-2009-02-17.txt,2011Q3
75,1004036-2009-05-14.txt,2011Q3
76,101295-2009-05-14.txt,2011Q3
77,1018399-2009-05-11.txt,2011Q3
78,1008579-2009-05-14.txt,2011Q3
79,1015739-2009-05-06.txt,2011Q3
80,1003815-2009-05-15.txt,2011Q3
81,1017968-2009-05-08.txt,2011Q3
82,101382-2009-05-05.txt,2011Q3
83,1017673-2009-05-08.txt,2011Q3
84,1013488-2009-05-04.txt,2011Q3
85,100790-2009-05-04.txt,2011Q3
86,100726-2009-02-06.txt,2011Q3
87,1005284-2009-05-07.txt,2011Q3
88,100826-2009-05-08.txt,2011Q3
89,100548-2009-02-09.txt,2011Q3
90,1003078-2009-04-03.txt,2011Q3
91,100493-2009-02-02.txt,2011Q3
92,100885-2009-04-24.txt,2011Q3
93,1015328-2009-05-11.txt,2011Q3
94,1001902-2009-05-01.txt,2011Q3
95,1005757-2009-05-08.txt,2011Q3
96,1005286-2009-04-08.txt,2011Q3
97,1016281-2009-05-08.txt,2011Q3
98,1010086-2009-05-11.txt,2011Q3
99,101538-2009-05-15.txt,2011Q3
100,1006830-2009-02-17.txt,2011Q3
101,1013606-2009-05-08.txt,2011Q3
102,1012019-2009-05-11.txt,2011Q3
103,1000683-2009-05-14.txt,2011Q3
104,1006281-2009-05-11.txt,2011Q3
105,1002135-2009-02-09.txt,2011Q3
106,1005210-2009-05-07.txt,2011Q3
107,1008654-2009-05-06.txt,2011Q3
108,1009829-2009-05-11.txt,2011Q3
109,1003078-2009-01-08.txt,2011Q3
110,100378-2009-05-06.txt,2011Q3
111,1013237-2009-04-09.txt,2011Q3
112,1000045-2009-02-09.txt,2011Q3
113,100726-2009-05-08.txt,2011Q3
114,1012620-2009-05-07.txt,2011Q3
115,1010470-2009-02-09.txt,2011Q3
116,100122-2009-05-06.txt,2011Q3
117,1000298-2009-05-11.txt,2011Q3
118,D_Trump2018_8_18_19_39,2011Q3
119,D_Trump2018_8_18_13_39,2011Q3
1,1005210-2009-02-05.txt,2012Q1
2,100625-2009-05-13.txt,2012Q1
3,1006830-2009-05-15.txt,2012Q1
4,100548-2009-05-08.txt,2012Q1
5,1017303-2009-05-11.txt,2012Q1
6,1000229-2009-04-24.txt,2012Q1
7,1000623-2009-05-06.txt,2012Q1
8,1013237-2009-01-09.txt,2012Q1
9,101778-2009-05-08.txt,2012Q1
10,1009672-2009-05-06.txt,2012Q1
11,1000697-2009-05-08.txt,2012Q1
12,100493-2009-05-04.txt,2012Q1
13,1003410-2009-05-14.txt,2012Q1
14,1007587-2009-05-06.txt,2012Q1
15,1016178-2009-02-17.txt,2012Q1
16,1012100-2009-05-08.txt,2012Q1
17,100378-2009-02-04.txt,2012Q1
18,1005409-2009-05-11.txt,2012Q1
19,1010470-2009-05-08.txt,2012Q1
20,1005286-2009-01-08.txt,2012Q1
21,1013871-2009-04-30.txt,2012Q1
22,1014473-2009-05-08.txt,2012Q1
23,1013462-2009-05-08.txt,2012Q1
24,1016125-2009-05-11.txt,2012Q1
25,1000232-2009-05-15.txt,2012Q1
26,1002517-2009-02-09.txt,2012Q1
27,101829-2009-04-24.txt,2012Q1
28,1001082-2009-05-11.txt,2012Q1
29,1011060-2009-02-17.txt,2012Q1
30,1017655-2009-05-08.txt,2012Q1
31,1001250-2009-05-05.txt,2012Q1
32,1007019-2009-03-12.txt,2012Q1
33,1016504-2009-05-20.txt,2012Q1
34,1010612-2009-05-06.txt,2012Q1
35,10048-2009-05-14.txt,2012Q1
36,1002517-2009-05-11.txt,2012Q1
37,1005276-2009-02-13.txt,2012Q1
38,1001838-2009-05-11.txt,2012Q1
39,1000230-2009-03-16.txt,2012Q1
40,1012771-2009-05-11.txt,2012Q1
41,1001171-2009-05-14.txt,2012Q1
42,1002638-2009-05-07.txt,2012Q1
43,1001039-2009-02-03.txt,2012Q1
44,1005101-2009-05-15.txt,2012Q1
45,1005817-2009-05-08.txt,2012Q1
46,1013272-2009-05-11.txt,2012Q1
47,1002910-2009-05-08.txt,2012Q1
48,1000209-2009-05-08.txt,2012Q1
49,1000228-2009-05-04.txt,2012Q1
50,1013857-2009-05-05.txt,2012Q1
51,1014739-2009-05-05.txt,2012Q1
52,100716-2009-05-15.txt,2012Q1
53,1004702-2009-05-11.txt,2012Q1
54,10048-2009-02-13.txt,2012Q1
55,1007273-2009-05-07.txt,2012Q1
56,1005276-2009-05-15.txt,2012Q1
57,1013238-2009-05-12.txt,2012Q1
58,1006655-2009-02-17.txt,2012Q1
59,1016169-2009-05-13.txt,2012Q1
60,1006045-2009-05-15.txt,2012Q1
61,1000694-2009-05-11.txt,2012Q1
62,1001039-2009-05-05.txt,2012Q1
63,1001614-2009-05-11.txt,2012Q1
64,1005229-2009-02-05.txt,2012Q1
65,1013706-2009-05-20.txt,2012Q1
66,1001250-2009-02-05.txt,2012Q1
67,1002638-2009-02-04.txt,2012Q1
68,1011509-2009-05-11.txt,2012Q1
69,1008848-2009-05-11.txt,2012Q1
70,1016504-2009-02-20.txt,2012Q1
71,1011570-2009-05-11.txt,2012Q1
72,1006269-2009-05-11.txt,2012Q1
73,101594-2009-05-08.txt,2012Q1
74,1005101-2009-02-17.txt,2012Q1
75,1004036-2009-05-14.txt,2012Q1
76,101295-2009-05-14.txt,2012Q1
77,1018399-2009-05-11.txt,2012Q1
78,1008579-2009-05-14.txt,2012Q1
79,1015739-2009-05-06.txt,2012Q1
80,1003815-2009-05-15.txt,2012Q1
81,1017968-2009-05-08.txt,2012Q1
82,101382-2009-05-05.txt,2012Q1
83,1017673-2009-05-08.txt,2012Q1
84,1013488-2009-05-04.txt,2012Q1
85,100790-2009-05-04.txt,2012Q1
86,100726-2009-02-06.txt,2012Q1
87,1005284-2009-05-07.txt,2012Q1
88,100826-2009-05-08.txt,2012Q1
89,100548-2009-02-09.txt,2012Q1
90,1003078-2009-04-03.txt,2012Q1
91,100493-2009-02-02.txt,2012Q1
92,100885-2009-04-24.txt,2012Q1
93,1015328-2009-05-11.txt,2012Q1
94,1001902-2009-05-01.txt,2012Q1
95,1005757-2009-05-08.txt,2012Q1
96,1005286-2009-04-08.txt,2012Q1
97,1016281-2009-05-08.txt,2012Q1
98,1010086-2009-05-11.txt,2012Q1
99,101538-2009-05-15.txt,2012Q1
100,1006830-2009-02-17.txt,2012Q1
101,1013606-2009-05-08.txt,2012Q1
102,1012019-2009-05-11.txt,2012Q1
103,1000683-2009-05-14.txt,2012Q1
104,1006281-2009-05-11.txt,2012Q1
105,1002135-2009-02-09.txt,2012Q1
106,1005210-2009-05-07.txt,2012Q1
107,1008654-2009-05-06.txt,2012Q1
108,1009829-2009-05-11.txt,2012Q1
109,1003078-2009-01-08.txt,2012Q1
110,100378-2009-05-06.txt,2012Q1
111,1013237-2009-04-09.txt,2012Q1
112,1000045-2009-02-09.txt,2012Q1
113,100726-2009-05-08.txt,2012Q1
114,1012620-2009-05-07.txt,2012Q1
115,1010470-2009-02-09.txt,2012Q1
116,100122-2009-05-06.txt,2012Q1
117,1000298-2009-05-11.txt,2012Q1
118,D_Trump2018_8_18_19_39,2012Q1
119,D_Trump2018_8_18_13_39,2012Q1
1,1005210-2009-02-05.txt,2012Q2
2,100625-2009-05-13.txt,2012Q2
3,1006830-2009-05-15.txt,2012Q2
4,100548-2009-05-08.txt,2012Q2
5,1017303-2009-05-11.txt,2012Q2
6,1000229-2009-04-24.txt,2012Q2
7,1000623-2009-05-06.txt,2012Q2
8,1013237-2009-01-09.txt,2012Q2
9,101778-2009-05-08.txt,2012Q2
10,1009672-2009-05-06.txt,2012Q2
11,1000697-2009-05-08.txt,2012Q2
12,100493-2009-05-04.txt,2012Q2
13,1003410-2009-05-14.txt,2012Q2
14,1007587-2009-05-06.txt,2012Q2
15,1016178-2009-02-17.txt,2012Q2
16,1012100-2009-05-08.txt,2012Q2
17,100378-2009-02-04.txt,2012Q2
18,1005409-2009-05-11.txt,2012Q2
19,1010470-2009-05-08.txt,2012Q2
20,1005286-2009-01-08.txt,2012Q2
21,1013871-2009-04-30.txt,2012Q2
22,1014473-2009-05-08.txt,2012Q2
23,1013462-2009-05-08.txt,2012Q2
24,1016125-2009-05-11.txt,2012Q2
25,1000232-2009-05-15.txt,2012Q2
26,1002517-2009-02-09.txt,2012Q2
27,101829-2009-04-24.txt,2012Q2
28,1001082-2009-05-11.txt,2012Q2
29,1011060-2009-02-17.txt,2012Q2
30,1017655-2009-05-08.txt,2012Q2
31,1001250-2009-05-05.txt,2012Q2
32,1007019-2009-03-12.txt,2012Q2
33,1016504-2009-05-20.txt,2012Q2
34,1010612-2009-05-06.txt,2012Q2
35,10048-2009-05-14.txt,2012Q2
36,1002517-2009-05-11.txt,2012Q2
37,1005276-2009-02-13.txt,2012Q2
38,1001838-2009-05-11.txt,2012Q2
39,1000230-2009-03-16.txt,2012Q2
40,1012771-2009-05-11.txt,2012Q2
41,1001171-2009-05-14.txt,2012Q2
42,1002638-2009-05-07.txt,2012Q2
43,1001039-2009-02-03.txt,2012Q2
44,1005101-2009-05-15.txt,2012Q2
45,1005817-2009-05-08.txt,2012Q2
46,1013272-2009-05-11.txt,2012Q2
47,1002910-2009-05-08.txt,2012Q2
48,1000209-2009-05-08.txt,2012Q2
49,1000228-2009-05-04.txt,2012Q2
50,1013857-2009-05-05.txt,2012Q2
51,1014739-2009-05-05.txt,2012Q2
52,100716-2009-05-15.txt,2012Q2
53,1004702-2009-05-11.txt,2012Q2
54,10048-2009-02-13.txt,2012Q2
55,1007273-2009-05-07.txt,2012Q2
56,1005276-2009-05-15.txt,2012Q2
57,1013238-2009-05-12.txt,2012Q2
58,1006655-2009-02-17.txt,2012Q2
59,1016169-2009-05-13.txt,2012Q2
60,1006045-2009-05-15.txt,2012Q2
61,1000694-2009-05-11.txt,2012Q2
62,1001039-2009-05-05.txt,2012Q2
63,1001614-2009-05-11.txt,2012Q2
64,1005229-2009-02-05.txt,2012Q2
65,1013706-2009-05-20.txt,2012Q2
66,1001250-2009-02-05.txt,2012Q2
67,1002638-2009-02-04.txt,2012Q2
68,1011509-2009-05-11.txt,2012Q2
69,1008848-2009-05-11.txt,2012Q2
70,1016504-2009-02-20.txt,2012Q2
71,1011570-2009-05-11.txt,2012Q2
72,1006269-2009-05-11.txt,2012Q2
73,101594-2009-05-08.txt,2012Q2
74,1005101-2009-02-17.txt,2012Q2
75,1004036-2009-05-14.txt,2012Q2
76,101295-2009-05-14.txt,2012Q2
77,1018399-2009-05-11.txt,2012Q2
78,1008579-2009-05-14.txt,2012Q2
79,1015739-2009-05-06.txt,2012Q2
80,1003815-2009-05-15.txt,2012Q2
81,1017968-2009-05-08.txt,2012Q2
82,101382-2009-05-05.txt,2012Q2
83,1017673-2009-05-08.txt,2012Q2
84,1013488-2009-05-04.txt,2012Q2
85,100790-2009-05-04.txt,2012Q2
86,100726-2009-02-06.txt,2012Q2
87,1005284-2009-05-07.txt,2012Q2
88,100826-2009-05-08.txt,2012Q2
89,100548-2009-02-09.txt,2012Q2
